No,"Product","Client","id1","id2","id3","id4","weight","weight_unit","result","tare","Gross","date","time","user_name","unit_weight","pcs","picture","idgroup_name","is_idgroup_record","prt_list_no","id5","id6","OK","hi_limit","low_limit","limit_unit","minimum_limit","uw_pcs","pro_code","pro_desc","cmpy_addr","cmpy_people","cmpy_tel","cmpy_desc","pro_abbr","use_date","third_date","pro_price_unit","product_groups","id1_remark","id2_remark","id3_remark","id4_remark","id5_remark","id6_remark","Pro_Price","pro_num","product_target","product_targetunit","product_percent","total_price","total_priceunit","product_target_current","cmpy_barcode","id1_barcode","id2_barcode","id3_barcode","id4_barcode","id5_barcode","id6_barcode","product_format_path","swift_serial","remark1","remark2","pro_client_trace","pro_id1_trace","pro_id2_trace","pro_id3_trace","pro_id4_trace","pro_id5_trace","pro_id6_trace","pro_id7_trace","pro_id8_trace","pro_id9_trace","pro_id10_trace","local_remote","uw_unit","pro_proportion_and_line","id7_name","id8_name","id9_name","id10_name","id7_remark","id8_remark","id9_remark","id10_remark","id7_barcode","id8_barcode","id9_barcode","id10_barcode","pro_optional1","pro_optional2","pro_optional3","pro_optional4","pro_optional5","scale_id","log_status","related_id","kill_date","packing_date","used_date",""
1,"5","","","","","","3.335","kg","0","0.28","3.615","2025-06-20","08:35:23","Technician ","0","0","","","0","8835","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","166","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8835","","",""
2,"18","","","","","","3.745","kg","0","0.28","4.025","2025-06-20","08:35:45","Technician ","0","0","","","0","8836","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","126","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8836","","",""
3,"12","","","","","","2.815","kg","0","0.28","3.095","2025-06-20","08:36:20","Technician ","0","0","","","0","8837","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","124","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8837","","",""
4,"20","","","","","","3.98","kg","0","0.28","4.26","2025-06-20","08:36:37","Technician ","0","0","","","0","8838","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","96","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8838","","",""
5,"19","","","","","","2.26","kg","0","0.28","2.54","2025-06-20","08:36:54","Technician ","0","0","","","0","8839","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","214","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8839","","",""
6,"4","","","","","","3.215","kg","0","0.28","3.495","2025-06-20","08:37:05","Technician ","0","0","","","0","8840","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","302","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8840","","",""
7,"35","","","","","","3.75","kg","0","0.28","4.03","2025-06-20","08:37:22","Technician ","0","0","","","0","8841","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","240","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8841","","",""
8,"8","","","","","","3.65","kg","0","0.28","3.93","2025-06-20","08:37:37","Technician ","0","0","","","0","8842","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","229","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8842","","",""
9,"44","","","","","","3.415","kg","0","0.28","3.695","2025-06-20","08:38:29","Technician ","0","0","","","0","8843","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","101","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8843","","",""
10,"32","","","","","","2.85","kg","0","0.28","3.13","2025-06-20","08:38:47","Technician ","0","0","","","0","8844","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","172","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8844","","",""
11,"7","","","","","","3.06","kg","0","0.28","3.34","2025-06-20","08:38:59","Technician ","0","0","","","0","8845","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","247","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8845","","",""
12,"32","","","","","","2.96","kg","0","0.28","3.24","2025-06-20","08:39:16","Technician ","0","0","","","0","8846","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","173","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","8846","","",""
