No,"Product","Client","id1","id2","id3","id4","weight","weight_unit","result","tare","Gross","date","time","user_name","unit_weight","pcs","picture","idgroup_name","is_idgroup_record","prt_list_no","id5","id6","OK","hi_limit","low_limit","limit_unit","minimum_limit","uw_pcs","pro_code","pro_desc","cmpy_addr","cmpy_people","cmpy_tel","cmpy_desc","pro_abbr","use_date","third_date","pro_price_unit","product_groups","id1_remark","id2_remark","id3_remark","id4_remark","id5_remark","id6_remark","Pro_Price","pro_num","product_target","product_targetunit","product_percent","total_price","total_priceunit","product_target_current","cmpy_barcode","id1_barcode","id2_barcode","id3_barcode","id4_barcode","id5_barcode","id6_barcode","product_format_path","swift_serial","remark1","remark2","pro_client_trace","pro_id1_trace","pro_id2_trace","pro_id3_trace","pro_id4_trace","pro_id5_trace","pro_id6_trace","pro_id7_trace","pro_id8_trace","pro_id9_trace","pro_id10_trace","local_remote","uw_unit","pro_proportion_and_line","id7_name","id8_name","id9_name","id10_name","id7_remark","id8_remark","id9_remark","id10_remark","id7_barcode","id8_barcode","id9_barcode","id10_barcode","pro_optional1","pro_optional2","pro_optional3","pro_optional4","pro_optional5","scale_id","log_status","related_id","kill_date","packing_date","used_date",""
1,"13","","","","","","3.175","kg","0","0","3.175","2026-06-01","09:38:45","Technician ","0","0","","","0","1","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14927","","",""
2,"8","","","","","","2.88","kg","0","0","2.88","2026-06-01","09:39:03","Technician ","0","0","","","0","2","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14928","","",""
3,"7","","","","","","3.15","kg","0","0","3.15","2026-06-01","09:39:27","Technician ","0","0","","","0","3","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14929","","",""
4,"37","","","","","","2.89","kg","0","0","2.89","2026-06-01","09:39:41","Technician ","0","0","","","0","4","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14930","","",""
5,"20","","","","","","3.39","kg","0","0","3.39","2026-06-01","09:40:08","Technician ","0","0","","","0","5","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14931","","",""
6,"32","","","","","","2.72","kg","0","0","2.72","2026-06-01","09:40:21","Technician ","0","0","","","0","6","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14932","","",""
7,"4","","","","","","3.54","kg","0","0","3.54","2026-06-01","09:40:38","Technician ","0","0","","","0","7","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14933","","",""
8,"3","","","","","","2.89","kg","0","0","2.89","2026-06-01","09:41:03","Technician ","0","0","","","0","8","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","1","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14934","","",""
9,"13","","","","","","2.915","kg","0","0","2.915","2026-06-01","09:41:47","Technician ","0","0","","","0","9","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","2","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14935","","",""
10,"20","","","","","","3.46","kg","0","0","3.46","2026-06-01","09:41:59","Technician ","0","0","","","0","10","","","0","0","0","kg","0","","","","","","","","","0","0","","","","","","","","","0","0","","0","0","0","0","0","","","","","","","","","2","","","","","","","","","","","","","","local","0","","","","","","","","","","","","","","","","","","","scale A","","14936","","",""
